0.0000e+00 0.0000e+00 
1.8000e+01 9.6465e-03 
3.6000e+01 3.3306e-02 
5.4000e+01 6.5207e-02 
7.2000e+01 1.0163e-01 
9.0000e+01 1.4021e-01 
1.0800e+02 1.7942e-01 
1.2600e+02 2.1832e-01 
1.4400e+02 2.5634e-01 
1.6200e+02 2.9314e-01 
1.8000e+02 3.2851e-01 
1.9800e+02 3.6238e-01 
2.1600e+02 3.9471e-01 
2.3400e+02 4.2551e-01 
2.5200e+02 4.5482e-01 
2.7000e+02 4.8268e-01 
2.8800e+02 5.0915e-01 
3.0600e+02 5.3428e-01 
3.2400e+02 5.5814e-01 
3.4200e+02 5.8078e-01 
3.6000e+02 6.0227e-01 
3.7800e+02 6.2266e-01 
3.9600e+02 6.4201e-01 
4.1400e+02 6.6037e-01 
4.3200e+02 6.7778e-01 
4.5000e+02 6.9431e-01 
4.6800e+02 7.0999e-01 
4.8600e+02 7.2486e-01 
5.0400e+02 7.3897e-01 
5.2200e+02 7.5236e-01 
5.4000e+02 7.6506e-01 
5.5800e+02 7.7711e-01 
5.7600e+02 7.8854e-01 
5.9400e+02 7.9939e-01 
6.1200e+02 8.0968e-01 
6.3000e+02 8.1944e-01 
6.4800e+02 8.2870e-01 
6.6600e+02 8.3748e-01 
6.8400e+02 8.4582e-01 
7.0200e+02 8.5373e-01 
7.2000e+02 8.6123e-01 
7.3800e+02 8.6835e-01 
7.5600e+02 8.7510e-01 
7.7400e+02 8.8150e-01 
7.9200e+02 8.8758e-01 
8.1000e+02 8.9335e-01 
8.2800e+02 8.9882e-01 
8.4600e+02 9.0401e-01 
8.6400e+02 9.0893e-01 
8.8200e+02 9.1360e-01 
9.0000e+02 9.1803e-01 
9.1800e+02 9.2224e-01 
9.3600e+02 9.2622e-01 
9.5400e+02 9.3001e-01 
9.7200e+02 9.3360e-01 
9.9000e+02 9.3700e-01 
1.0080e+03 9.4023e-01 
1.0260e+03 9.4330e-01 
1.0440e+03 9.4621e-01 
1.0620e+03 9.4897e-01 
1.0800e+03 9.5158e-01 
1.0980e+03 9.5407e-01 
1.1160e+03 9.5642e-01 
1.1340e+03 9.5866e-01 
1.1520e+03 9.6078e-01 
1.1700e+03 9.6279e-01 
1.1880e+03 9.6470e-01 
1.2060e+03 9.6651e-01 
1.2240e+03 9.6823e-01 
1.2420e+03 9.6986e-01 
1.2600e+03 9.7140e-01 
1.2780e+03 9.7287e-01 
1.2960e+03 9.7426e-01 
1.3140e+03 9.7558e-01 
1.3320e+03 9.7683e-01 
1.3500e+03 9.7802e-01 
1.3680e+03 9.7915e-01 
1.3860e+03 9.8022e-01 
1.4040e+03 9.8123e-01 
1.4220e+03 9.8220e-01 
1.4400e+03 9.8311e-01 
1.4580e+03 9.8397e-01 
1.4760e+03 9.8480e-01 
1.4940e+03 9.8558e-01 
1.5120e+03 9.8632e-01 
1.5300e+03 9.8702e-01 
1.5480e+03 9.8768e-01 
1.5660e+03 9.8832e-01 
1.5840e+03 9.8891e-01 
1.6020e+03 9.8948e-01 
1.6200e+03 9.9002e-01 
1.6380e+03 9.9053e-01 
1.6560e+03 9.9102e-01 
1.6740e+03 9.9148e-01 
1.6920e+03 9.9192e-01 
1.7100e+03 9.9233e-01 
1.7280e+03 9.9273e-01 
1.7460e+03 9.9310e-01 
1.7640e+03 9.9345e-01 
1.7820e+03 9.9379e-01 
1.8000e+03 9.9411e-01
