0.0000e+00 0.0000e+00 
1.8000e+01 1.0204e-02 
3.6000e+01 3.6995e-02 
5.4000e+01 7.5544e-02 
7.2000e+01 1.2205e-01 
9.0000e+01 1.7353e-01 
1.0800e+02 2.2771e-01 
1.2600e+02 2.8282e-01 
1.4400e+02 3.3754e-01 
1.6200e+02 3.9092e-01 
1.8000e+02 4.4227e-01 
1.9800e+02 4.9111e-01 
2.1600e+02 5.3714e-01 
2.3400e+02 5.8020e-01 
2.5200e+02 6.2023e-01 
2.7000e+02 6.5723e-01 
2.8800e+02 6.9127e-01 
3.0600e+02 7.2246e-01 
3.2400e+02 7.5093e-01 
3.4200e+02 7.7684e-01 
3.6000e+02 8.0034e-01 
3.7800e+02 8.2162e-01 
3.9600e+02 8.4082e-01 
4.1400e+02 8.5813e-01 
4.3200e+02 8.7368e-01 
4.5000e+02 8.8765e-01 
4.6800e+02 9.0017e-01 
4.8600e+02 9.1137e-01 
5.0400e+02 9.2137e-01 
5.2200e+02 9.3031e-01 
5.4000e+02 9.3827e-01 
5.5800e+02 9.4536e-01 
5.7600e+02 9.5166e-01 
5.9400e+02 9.5727e-01 
6.1200e+02 9.6224e-01 
6.3000e+02 9.6666e-01 
6.4800e+02 9.7057e-01 
6.6600e+02 9.7404e-01 
6.8400e+02 9.7711e-01 
7.0200e+02 9.7982e-01 
7.2000e+02 9.8222e-01 
7.3800e+02 9.8435e-01 
7.5600e+02 9.8622e-01 
7.7400e+02 9.8787e-01 
7.9200e+02 9.8933e-01 
8.1000e+02 9.9062e-01 
8.2800e+02 9.9175e-01 
8.4600e+02 9.9275e-01 
8.6400e+02 9.9363e-01 
8.8200e+02 9.9440e-01 
9.0000e+02 9.9509e-01 
9.1800e+02 9.9568e-01 
9.3600e+02 9.9621e-01 
9.5400e+02 9.9668e-01 
9.7200e+02 9.9708e-01 
9.9000e+02 9.9744e-01 
1.0080e+03 9.9776e-01 
1.0260e+03 9.9803e-01 
1.0440e+03 9.9827e-01 
1.0620e+03 9.9849e-01 
1.0800e+03 9.9867e-01 
1.0980e+03 9.9884e-01 
1.1160e+03 9.9898e-01 
1.1340e+03 9.9911e-01 
1.1520e+03 9.9922e-01 
1.1700e+03 9.9932e-01 
1.1880e+03 9.9940e-01 
1.2060e+03 9.9948e-01 
1.2240e+03 9.9954e-01 
1.2420e+03 9.9960e-01 
1.2600e+03 9.9965e-01 
1.2780e+03 9.9969e-01 
1.2960e+03 9.9973e-01 
1.3140e+03 9.9976e-01 
1.3320e+03 9.9979e-01 
1.3500e+03 9.9982e-01 
1.3680e+03 9.9984e-01 
1.3860e+03 9.9986e-01 
1.4040e+03 9.9988e-01 
1.4220e+03 9.9989e-01 
1.4400e+03 9.9991e-01 
1.4580e+03 9.9992e-01 
1.4760e+03 9.9993e-01 
1.4940e+03 9.9994e-01 
1.5120e+03 9.9995e-01 
1.5300e+03 9.9995e-01 
1.5480e+03 9.9996e-01 
1.5660e+03 9.9996e-01 
1.5840e+03 9.9997e-01 
1.6020e+03 9.9997e-01 
1.6200e+03 9.9998e-01 
1.6380e+03 9.9998e-01 
1.6560e+03 9.9998e-01 
1.6740e+03 9.9998e-01 
1.6920e+03 9.9999e-01 
1.7100e+03 9.9999e-01 
1.7280e+03 9.9999e-01 
1.7460e+03 9.9999e-01 
1.7640e+03 9.9999e-01 
1.7820e+03 9.9999e-01 
1.8000e+03 9.9999e-01
