0.0000e+00 0.0000e+00
7.2000e+01 5.7853e-01
1.4400e+02 8.2236e-01
2.1600e+02 9.2513e-01
2.8800e+02 9.6844e-01
3.6000e+02 9.8670e-01
4.3200e+02 9.9439e-01
5.0400e+02 9.9764e-01
5.7600e+02 9.9900e-01
6.4800e+02 9.9958e-01
7.2000e+02 9.9982e-01
7.9200e+02 9.9993e-01
8.6400e+02 9.9997e-01
9.3600e+02 9.9999e-01
1.0080e+03 9.9999e-01
1.0800e+03 1.0000e+00
1.1520e+03 1.0000e+00
1.2240e+03 1.0000e+00
1.2960e+03 1.0000e+00
1.3680e+03 1.0000e+00
1.4400e+03 1.0000e+00
1.5120e+03 1.0000e+00
1.5840e+03 1.0000e+00
1.6560e+03 1.0000e+00
1.7280e+03 1.0000e+00
1.8000e+03 1.0000e+00
1.8720e+03 1.0000e+00
1.9440e+03 1.0000e+00
2.0160e+03 1.0000e+00
2.0880e+03 1.0000e+00
2.1600e+03 1.0000e+00
2.2320e+03 1.0000e+00
2.3040e+03 1.0000e+00
2.3760e+03 1.0000e+00
2.4480e+03 1.0000e+00
2.5200e+03 1.0000e+00
2.5920e+03 1.0000e+00
2.6640e+03 1.0000e+00
2.7360e+03 1.0000e+00
2.8080e+03 1.0000e+00
2.8800e+03 1.0000e+00
2.9520e+03 1.0000e+00
3.0240e+03 1.0000e+00
3.0960e+03 1.0000e+00
3.1680e+03 1.0000e+00
3.2400e+03 1.0000e+00
3.3120e+03 1.0000e+00
3.3840e+03 1.0000e+00
3.4560e+03 1.0000e+00
3.5280e+03 1.0000e+00
3.6000e+03 1.0000e+00
3.6720e+03 1.0000e+00
3.7440e+03 1.0000e+00
3.8160e+03 1.0000e+00
3.8880e+03 1.0000e+00
3.9600e+03 1.0000e+00
4.0320e+03 1.0000e+00
4.1040e+03 1.0000e+00
4.1760e+03 1.0000e+00
4.2480e+03 1.0000e+00
4.3200e+03 1.0000e+00
4.3920e+03 1.0000e+00
4.4640e+03 1.0000e+00
4.5360e+03 1.0000e+00
4.6080e+03 1.0000e+00
4.6800e+03 1.0000e+00
4.7520e+03 1.0000e+00
4.8240e+03 1.0000e+00
4.8960e+03 1.0000e+00
4.9680e+03 1.0000e+00
5.0400e+03 1.0000e+00
5.1120e+03 1.0000e+00
5.1840e+03 1.0000e+00
5.2560e+03 1.0000e+00
5.3280e+03 1.0000e+00
5.4000e+03 1.0000e+00
5.4720e+03 1.0000e+00
5.5440e+03 1.0000e+00
5.6160e+03 1.0000e+00
5.6880e+03 1.0000e+00
5.7600e+03 1.0000e+00
5.8320e+03 1.0000e+00
5.9040e+03 1.0000e+00
5.9760e+03 1.0000e+00
6.0480e+03 1.0000e+00
6.1200e+03 1.0000e+00
6.1920e+03 1.0000e+00
6.2640e+03 1.0000e+00
6.3360e+03 1.0000e+00
6.4080e+03 1.0000e+00
6.4800e+03 1.0000e+00
6.5520e+03 1.0000e+00
6.6240e+03 1.0000e+00
6.6960e+03 1.0000e+00
6.7680e+03 1.0000e+00
6.8400e+03 1.0000e+00
6.9120e+03 1.0000e+00
6.9840e+03 1.0000e+00
7.0560e+03 1.0000e+00
7.1280e+03 1.0000e+00
7.2000e+03 1.0000e+00
