0.0000e+00 0.0000e+00
7.2000e+01 1.8309e-02
1.4400e+02 3.7302e-02
2.1600e+02 5.5927e-02
2.8800e+02 7.4193e-02
3.6000e+02 9.2104e-02
4.3200e+02 1.0967e-01
5.0400e+02 1.2690e-01
5.7600e+02 1.4379e-01
6.4800e+02 1.6035e-01
7.2000e+02 1.7660e-01
7.9200e+02 1.9253e-01
8.6400e+02 2.0815e-01
9.3600e+02 2.2347e-01
1.0080e+03 2.3849e-01
1.0800e+03 2.5323e-01
1.1520e+03 2.6768e-01
1.2240e+03 2.8184e-01
1.2960e+03 2.9574e-01
1.3680e+03 3.0936e-01
1.4400e+03 3.2273e-01
1.5120e+03 3.3583e-01
1.5840e+03 3.4868e-01
1.6560e+03 3.6128e-01
1.7280e+03 3.7364e-01
1.8000e+03 3.8576e-01
1.8720e+03 3.9764e-01
1.9440e+03 4.0929e-01
2.0160e+03 4.2072e-01
2.0880e+03 4.3193e-01
2.1600e+03 4.4292e-01
2.2320e+03 4.5370e-01
2.3040e+03 4.6427e-01
2.3760e+03 4.7463e-01
2.4480e+03 4.8480e-01
2.5200e+03 4.9477e-01
2.5920e+03 5.0454e-01
2.6640e+03 5.1413e-01
2.7360e+03 5.2353e-01
2.8080e+03 5.3275e-01
2.8800e+03 5.4179e-01
2.9520e+03 5.5065e-01
3.0240e+03 5.5934e-01
3.0960e+03 5.6787e-01
3.1680e+03 5.7623e-01
3.2400e+03 5.8443e-01
3.3120e+03 5.9247e-01
3.3840e+03 6.0035e-01
3.4560e+03 6.0809e-01
3.5280e+03 6.1567e-01
3.6000e+03 6.2310e-01
3.6720e+03 6.3040e-01
3.7440e+03 6.3755e-01
3.8160e+03 6.4456e-01
3.8880e+03 6.5144e-01
3.9600e+03 6.5818e-01
4.0320e+03 6.6479e-01
4.1040e+03 6.7128e-01
4.1760e+03 6.7764e-01
4.2480e+03 6.8388e-01
4.3200e+03 6.8999e-01
4.3920e+03 6.9599e-01
4.4640e+03 7.0187e-01
4.5360e+03 7.0764e-01
4.6080e+03 7.1330e-01
4.6800e+03 7.1884e-01
4.7520e+03 7.2428e-01
4.8240e+03 7.2962e-01
4.8960e+03 7.3485e-01
4.9680e+03 7.3998e-01
5.0400e+03 7.4501e-01
5.1120e+03 7.4994e-01
5.1840e+03 7.5478e-01
5.2560e+03 7.5952e-01
5.3280e+03 7.6418e-01
5.4000e+03 7.6874e-01
5.4720e+03 7.7321e-01
5.5440e+03 7.7760e-01
5.6160e+03 7.8190e-01
5.6880e+03 7.8612e-01
5.7600e+03 7.9026e-01
5.8320e+03 7.9432e-01
5.9040e+03 7.9830e-01
5.9760e+03 8.0220e-01
6.0480e+03 8.0603e-01
6.1200e+03 8.0978e-01
6.1920e+03 8.1346e-01
6.2640e+03 8.1707e-01
6.3360e+03 8.2061e-01
6.4080e+03 8.2408e-01
6.4800e+03 8.2748e-01
6.5520e+03 8.3082e-01
6.6240e+03 8.3409e-01
6.6960e+03 8.3730e-01
6.7680e+03 8.4045e-01
6.8400e+03 8.4354e-01
6.9120e+03 8.4657e-01
6.9840e+03 8.4953e-01
7.0560e+03 8.5245e-01
7.1280e+03 8.5530e-01
7.2000e+03 8.5810e-01
